台帳番号,緯度,経度,エリア,行政区,所在地
A18-19,35.1367773342931,137.01302623993,北西地区,梅森区,ﾌｫﾚｽﾄ･ﾌｨｰﾙﾄﾞ梅森台（梅森台3-91）
A18-20,35.1350591032352,137.015412685107,北西地区,梅森区,ｼﾞｭﾈｽ･ﾍﾞﾙ･ｳｯﾄﾞ（梅森台2-229）
A18-21,35.1350360838342,137.012737946223,北西地区,梅森区,ﾋﾞｭｰﾃﾗｽ（梅森台2-96）
A18-22,35.1337137117564,137.016303241197,北西地区,梅森区,横井ﾋﾞﾙⅡ（梅森台1-190）
A18-23,35.1331475883878,137.014130269759,北西地区,梅森区,ﾘｭﾐｴｰﾙ（梅森台1-128、1-132）
A18-24,35.1356834180107,137.014595427599,北西地区,梅森区,ｻﾝﾊｲﾂ梅森台（梅森台2-198-2）
A18-25,35.1346285002861,137.01571865194,北西地区,梅森区,ｺﾍﾞﾝﾄﾐｭｰｽﾞ（梅森台2-256）
A18-26,35.1363035549553,137.012619020636,北西地区,梅森区,ﾗﾋﾞｵｰﾚ（梅森台2-6-1）
A18-27,35.1351459632455,137.012802921869,北西地区,梅森区,ﾒｿﾞﾝ梅森台（梅森台2-89）
A18-28,35.1350226744737,137.013324393185,北西地区,梅森区,ﾚｼﾞﾃﾞﾝｽ鈴木（梅森台2-99）
A18-29,35.1360144882694,137.015794993943,北西地区,梅森区,ｸﾞﾗﾝﾓｱﾒｲﾄ（梅森台2-281）
A18-3,35.1326682976474,137.009344239145,北西地区,梅森区,ﾌﾟﾗｲﾑﾋﾙ日進（梅森台5-179-1）
A18-30,35.1356043861441,137.014472122245,北西地区,梅森区,ﾋﾙｽﾞ晃梅（梅森台2-54）
A18-32,35.1342729144452,137.015242625453,北西地区,梅森区,ﾈｲﾃｨｳﾞﾌﾟﾚｰｽ（梅森台2-216）
A18-33,35.1353043187569,137.015501336406,北西地区,梅森区,ﾗｲﾌ梅森台（梅森台2-231）
A18-34,35.1355054610252,137.014156817484,北西地区,梅森区,ｸﾞﾘｰﾝﾋﾙ梅森（梅森台2-55）
A18-35,35.1362975442547,137.012358408213,北西地区,梅森区,ﾚｲﾝﾎﾞｰﾋﾙｽﾞ（梅森台2-3-2）
A18-36,35.1343635857939,137.015664274014,北西地区,梅森区,ﾗﾌｫｰﾚ伊東（梅森台2-222）
A18-37,35.1363809587183,137.013733357984,北西地区,梅森区,三徳ﾌﾟﾛｷｵﾝ（梅森台2-151）
A18-38,35.1328715909555,137.009703987596,北西地区,梅森区,アバンタージュ（梅森台5-193）
A18-39,35.1353102670313,137.014635516313,北西地区,梅森区,グラン・コーバイ（梅森台2-196）
A18-4,35.1318124233028,137.009664761567,北西地区,梅森区,ﾚｵﾊﾟﾚｽｻﾝｼｬｲﾝ梅森台（梅森台5-234）
A18-40,35.1350981501275,137.013986061686,北西地区,梅森区,ﾋﾞｭｰｺｰﾄ（梅森台2-84）
A18-41,35.1348209346284,137.01606022897,北西地区,梅森区,ｸﾞﾘｰﾝﾋﾙＡ、Ｂ（梅森台2-271、272）
A18-42,35.1347110302103,137.012816908218,北西地区,梅森区,エレガンス（梅森台2-119）
A18-43,35.1339270102139,137.013436180583,北西地区,梅森区,ｺｰﾎﾟ・コーバイ（梅森台2-180）
A18-44,35.1344546726623,137.01540732864,北西地区,梅森区,アンナプルナ（梅森台2-223）
A18-45,35.1354932782243,137.01208306372,北西地区,梅森区,桜A－B（梅森台2-45-2）
A18-46,35.1341667508924,137.014544807477,北西地区,梅森区,Lhotese(ローツェ)（梅森台2-169）
A18-5,35.1318600007444,137.011680855817,北西地区,梅森区,横井ﾋﾞﾙ（梅森台5-81）
A18-6,35.1320531487628,137.012928675621,北西地区,梅森区,ｴｽﾎﾟﾜｰﾙｱｲ（梅森台1-114）
A18-7,35.1377428713662,137.014807672566,北西地区,梅森区,ﾌﾟﾗｻﾞ梅森台（梅森台3-114）
A18-8,35.1362518568845,137.01407992703,北西地区,梅森区,ﾌｧﾐｰﾙ鈴木（梅森台2-13）
A18-9,35.136229863956,137.014512109322,北西地区,梅森区,ｻﾝﾋﾙｽﾞ梅森台（梅森台2-198-1）
A19-1,35.1273582289409,137.046455873832,南東地区,東山区,ﾗﾎﾟｰﾄ（東山二丁目402-4）
A19-2,35.1240184175001,137.050134093485,南東地区,東山区,Senju　Maison（東山五丁目1307）
A2-1,35.127184858663,137.027875225242,北西地区,浅田区,ｽｶｲﾗｲﾌ（浅田町平池69-3）
A2-10,35.1248682101494,137.0268538125,南西地区,浅田区,ｳﾞｨﾗ青嵐（浅田町上ノ山57-1）
A2-11,35.1245145180344,137.027985855041,南西地区,浅田区,上ノ山ﾊｲﾂ（浅田町上ノ山17-1）
A2-12,35.1243663165713,137.028932444135,南西地区,浅田区,ﾚｼﾞﾃﾞﾝｽ浅田（浅田町上ノ山21-1）
A2-13,35.1240216473064,137.023145520706,南西地区,浅田区,ﾋﾙｽﾞ茶園（浅田町茶園33-1）
A2-14,35.1237749761899,137.021753831973,南西地区,浅田区,ｱｸﾄﾋﾟｱ赤池（浅田町茶園2-41）
A2-15,35.1237243842555,137.021887669605,南西地区,浅田区,ｸﾞﾘｰﾝﾋﾙｽﾞｱｶｲｹ（浅田町茶園2-38、39）
A2-16,35.1236733987583,137.021616862637,南西地区,浅田区,ｸﾞﾛｰﾘｱｽ赤池（浅田町茶園1-23）
A2-17,35.1234106348654,137.020948810342,南西地区,浅田区,ｻﾝﾊｳｽ赤池（浅田町茶園41-5）
A2-18,35.1232165251262,137.021226854277,南西地区,浅田区,ﾒｿﾞﾝ笹原（浅田町茶園41-6）
A2-19,35.1230419590842,137.021264907755,南西地区,浅田区,ﾌｧﾐｰﾙ浅井（浅田町茶園41-8）
A2-2,35.125538124239,137.023952059483,南西地区,浅田区,ﾌﾞﾙﾎﾞﾝ浅田（浅田町東前田37-2）
A2-20,35.1212296543921,137.026450240062,南西地区,浅田区,ﾌｫｰﾌﾞﾙJun（浅田町茶園83）
A2-21,35.1209256479089,137.026653076783,南西地区,浅田区,ﾚｵﾊﾟﾚｽｳﾞｪﾙﾃﾞ（浅田町茶園86-1）
A2-22,35.1196266819361,137.02389698031,南西地区,浅田区,ﾗｲｵﾝｽﾞｶﾞｰﾃﾞﾝ赤池（浅田町笹原8-17）
A2-3,35.1263097817676,137.026278814647,南西地区,浅田区,ｸﾞﾘｰﾝﾊｲﾂ浅田（浅田町平池112-3）
A2-38,35.1252219973367,137.028396221108,南西地区,浅田区,ｴﾄﾜｰﾙ（浅田町上ノ山44-1）
A2-39,35.1257304349983,137.02960219591,南西地区,浅田区,田中荘、ﾌｧｽｨﾘﾃｨｰ浅田（浅田町上納9-3）
A2-4,35.1255785152343,137.027288085107,南西地区,浅田区,ｼｰｵｰ赤池東（浅田町上ノ山60-5）
A2-40,35.1245967548093,137.021162737775,南西地区,浅田区,ｼｬﾄｰ日進赤池（浅田町茶園1-5）
A2-42,35.124829034803,137.02712137913,南西地区,浅田区,ﾗﾌｫｰﾚ若慎（浅田町上ノ山56-1）
A2-44,35.1264077600438,137.028229632443,南西地区,浅田区,ｱｰﾄﾋﾙ浅田（浅田町上納1-31）
A2-46,35.1235990654307,137.020746152375,南西地区,浅田区,ﾒｿﾞﾝ笹原Ⅲ（浅田町茶園43-1）
A2-47,35.1266858050147,137.03259231489,南西地区,浅田区,ﾚｼﾞﾃﾞﾝｽ日進（浅田町上納58-4）
A2-48,35.1247339808177,137.023073172054,南西地区,浅田区,名勝産業（浅田町茶園35-11）
A2-5,35.125491786338,137.027830039321,南西地区,浅田区,浅田ﾊｲﾂ（浅田町上納1-85）
A2-51,35.124947459666,137.029706426042,南西地区,浅田区,ｸﾞﾚｰｽｶﾞｰﾃﾞﾝM（浅田町上ノ山38-29）
A2-52,35.1266170021921,137.023967294291,北西地区,浅田区,ｼｬﾄﾚ愛松赤池（浅田町東前田4-2）
A2-53,35.1283893021023,137.021874476407,北西地区,浅田区,ｵｵｼﾏﾊｲﾂﾍﾞﾙ（浅田町大島79-5）
A2-55,35.1275900044659,137.029966109345,南西地区,浅田区,ﾚｵﾊﾟﾚｽｳﾞｪﾙﾃﾞⅡ（浅田町東田面64-3）
A2-56,35.1233613442524,137.022169412019,南西地区,浅田区,ﾙﾐﾅｽ（浅田町茶園13-1）
A2-57,35.1244064873571,137.029618128949,南西地区,浅田区,ﾆｭｰﾊﾟﾚｽ上ノ山（浅田町上ノ山24-1）
A2-58,35.1272244011883,137.028005400743,北西地区,浅田区,ﾊｲﾄﾞﾚﾝｼﾞﾃﾗｽ赤池（浅田町平池1-3）
A2-59,35.1283990320408,137.023005950956,北西地区,浅田区,ｱﾝｿﾚｲﾕ（浅田町森下14-1）
A2-6,35.1253907141905,137.028128434441,南西地区,浅田区,ｶﾈ万ﾊﾟﾚｽ日進（浅田町上納1-4）
A2-60,35.1248088146671,137.026706558796,南西地区,浅田区,上ノ山ﾎｰﾑ（浅田町上ノ山12-1）
A2-61,35.1267574869223,137.023617360342,北西地区,浅田区,ﾌｨｵｰﾚⅠ（浅田町東前田32-6、32-8、32-9）
A2-62,35.124840732365,137.020226274378,北西地区,浅田区,ｱﾘﾑ日進（浅田町西前田124）
A2-63,35.1266969137182,137.032448229772,南西地区,浅田区,オー・ピュール（浅田町上納59-1）
A2-65,35.1249520643374,137.024084308237,南西地区,浅田区,浅田町東前田43番1
A2-66,35.1266864679251,137.02892272273,南西地区,浅田区,ブリーズガーデン（浅田町上納30）
A2-67,35.1279167024564,137.024567747105,北西地区,浅田区,プレジールメゾン（日進市浅田町平池33）
A2-68,35.1198188621945,137.023735584526,南西地区,浅田区,グランドファミリア赤池(日進市浅田町笹原8番3)
A2-69,35.1266946954977,137.026818542144,北西地区,浅田区,エムグレース（日進市浅田町平池84番地２）
A2-7,35.1259772184437,137.023642753887,北西地区,浅田区,ｼｬﾝﾃｸﾚｱ（浅田町西前田44-3）
A2-70,35.1264944444626,137.033344232394,南西地区,浅田区,グローリーパークハウス(日進市浅田町上納58番地12)
A2-71,35.1275407880939,137.027670204473,北西地区,浅田区,ウィズハイム浅田(日進市浅田町平池２)
A2-72,35.1265461614402,137.023520076162,北西地区,浅田区,ハレルアナ(日進市浅田町東前田29番地の1)
A2-73,35.1270858347518,137.026739091696,北西地区,浅田区,ブライト・アヴェニュー(日進市浅田町平池２４９)
A2-74,35.1236295494383,137.021584573169,南西地区,浅田区,日進市浅田町茶園15-5
A2-75,35.1217992357547,137.025322471578,南西地区,浅田区,ヘーベルメゾン弥生(日進市浅田町茶園73-9)
A2-76,35.1257315364837,137.024531932874,南西地区,浅田区,ル・ボヌール　（浅田町東前田1-2、36-3、38-5
A2-77,35.1278968758088,137.022890633962,北西地区,浅田区,ベルロザージュ(日進市浅田町大島61-1)
A2-8,35.1261860059812,137.023957841841,北西地区,浅田区,福安ﾋﾞﾙ（浅田町東前田35-1）
A2-9,35.1249630003845,137.026037654455,南西地区,浅田区,ｸﾞﾗﾝﾚｲﾑ赤池（浅田町上ノ山1-11）
A20-1,35.1460877898305,137.023854734939,北西地区,香久山区,ｼﾃｨｵ香久山（香久山3-1701）
A20-10,35.1445959984359,137.027278169615,北西地区,香久山区,日進香久山花の街（香久山4-201-1）
A20-11,35.1436920973368,137.027578110769,北西地区,香久山区,日進香久山花の街（香久山4-201-1）
A20-12,35.1437777357263,137.028603325496,北西地区,香久山区,日進香久山花の街（香久山4-201-1）
A20-13,35.1443245456137,137.025155903824,北西地区,香久山区,ﾗｲﾌｳｴﾙｽﾞ香久山（香久山3-301-1）
A20-14,35.1438064841923,137.025389901898,北西地区,香久山区,ﾗｲﾌｳｴﾙｽﾞ香久山（香久山3-301-1）
A20-15,35.143493951292,137.025544854561,北西地区,香久山区,ﾗｲﾌｳｴﾙｽﾞ香久山（香久山3-301-1）
A20-16,35.143523577491,137.024361631446,北西地区,香久山区,香久山ﾊﾟｰｸｽｸｴｱﾉｰｽﾘｯｼﾞ（香久山3-301-2）
A20-17,35.1429770286621,137.024362582727,北西地区,香久山区,香久山ﾊﾟｰｸｽｸｴｱｻｳｽﾘｯｼﾞ（香久山3-301-2）
A20-18,35.1432056578782,137.024688019498,北西地区,香久山区,ﾗｲﾌｳｴﾙｽﾞ香久山（香久山3-301-1）
A20-19,35.1426902793973,137.024825985856,北西地区,香久山区,ﾌｫｰﾌﾞﾙ香久山（香久山2-2102）
A20-2,35.1462206889195,137.024259149742,北西地区,香久山区,ﾛｲﾔﾙ香久山（香久山3-1705）
A20-20,35.142711185208,137.025823970098,北西地区,香久山区,ﾒｿﾞﾝﾄﾞｰﾙ（香久山2-2107）
A20-21,35.1422958029306,137.024747873725,北西地区,香久山区,ｳﾞｨﾗｵｰｸ（香久山2-2001）
A20-22,35.1420201440317,137.025060354428,北西地区,香久山区,鈴の木ﾊｲﾂA（香久山2-2009）
A20-23,35.1408337232031,137.024657788826,北西地区,香久山区,ｾｼﾞｭｰﾙ香久山A（香久山2-1201）
A20-24,35.1398758200831,137.024563428932,北西地区,香久山区,ﾊﾞｰﾄﾞﾋﾙ香久山（香久山2-701）
A20-25,35.1404183703898,137.026002738292,北西地区,香久山区,ﾘﾊﾞﾃｨｰﾊｲﾂｶｽﾞ（香久山2-1111）
A20-26,35.1400295551279,137.025986287506,北西地区,香久山区,鈴の木ﾊｲﾂB（香久山2-914）
A20-27,35.1409549445714,137.027198667884,北西地区,香久山区,ｱﾈｯｸｽ香久山（香久山5-802）
A20-29,35.143949749383,137.026264225041,北西地区,香久山区,日進香久山花の街（香久山4-201-1）
A20-3,35.1453862469028,137.023749614127,北西地区,香久山区,ｳｲﾝｸﾞ香久山（香久山3-1802）
A20-31,35.1391474507821,137.028069356492,北西地区,香久山区,ﾋﾞｭｰﾃﾗｽ香久山（香久山1-3102）
A20-32,35.1386391763287,137.027017377385,北西地区,香久山区,ﾀｳﾝｺｰﾄ（香久山1-2905）
A20-33,35.1369679266817,137.027603265297,北西地区,香久山区,ﾌﾚﾏﾘｰﾙ香久山（香久山1-809）
A20-34,35.1367735345202,137.027569248182,北西地区,香久山区,ﾚｼﾞﾃﾞﾝｽ香久山（香久山1-704）
A20-35,35.1365986083492,137.027295203854,北西地区,香久山区,ﾁｯﾌﾟｲﾝ香久山（香久山1-601）
A20-36,35.1362027738686,137.026040825403,北西地区,香久山区,ｸﾞﾗﾝﾒｰﾙ香久山（香久山2-203）
A20-37,35.1373150252708,137.029377243495,北西地区,香久山区,ﾚｵﾊﾟﾚｽｽﾃﾗｺｰﾄ（香久山1-1003）
A20-38,35.1424110012981,137.024511064544,北西地区,香久山区,ﾌﾞﾗｳﾝﾊｳｽ（香久山2-2205）
A20-39,35.1408626910113,137.03033658186,北西地区,香久山区,ｾﾝﾁｭﾘｰｽｸｴｱ香久山（香久山5-201）
A20-4,35.1460248507612,137.025377507923,北西地区,香久山区,佐鳴予備校香久山校（香久山4-1206）
A20-40,35.1433149730867,137.023055361623,北西地区,香久山区,ｸﾞﾗﾝｼｬﾘｵ（香久山3-505）
A20-41,35.1379431547402,137.029295531132,北西地区,香久山区,ﾘﾋﾞﾝｸﾞﾀｳﾝ香久山（香久山1-1601）
A20-42,35.1447264100577,137.028039266729,北西地区,香久山区,日進香久山杜の街（香久山4-201-13）
A20-43,35.1382013637688,137.026023671214,北西地区,香久山区,三徳香久山（香久山2-401-2）
A20-44,35.1441504192212,137.020850506229,北西地区,香久山区,ｸﾚﾒﾝﾃｨｱ（香久山3-701-4）
A20-45,35.1376766340328,137.026573264611,北西地区,香久山区,ｸﾞﾚｰｽⅠ（香久山2-401）
A20-46,35.1383963086804,137.028972465986,北西地区,香久山区,ﾊﾟｰｸﾌﾛﾝﾄ香久山（香久山1-2502）
A20-47,35.1384625202639,137.027748103476,北西地区,香久山区,ｸｵｰﾚG（香久山1-3006）
A20-48,35.1444152619179,137.024488703144,北西地区,香久山区,ﾌﾟﾘﾏﾍﾞｰﾗ（香久山3-1306）
A20-49,35.1426833888474,137.023718342496,北西地区,香久山区,ﾗ･ﾙｰﾁｪ香久山（香久山2-2201）
A20-5,35.146582131214,137.027405166374,北西地区,香久山区,ﾔﾝｸﾞﾋﾞﾚｯｼﾞﾏｷ（香久山4-1002）
A20-50,35.140622860559,137.024723561355,北西地区,香久山区,ノートル　ファミーユ（香久山２丁目401番1）
A20-51,35.1384516347686,137.026047712624,北西地区,香久山区,ファミール香久山（香久山２丁目401番1）
A20-52,35.139069476733,137.030055454536,北西地区,香久山区,良仙（香久山１丁目３４０４番地）
A20-53,35.1420156141694,137.024118429453,北西地区,香久山区,プレジール（香久山二丁目1903番地）
A20-54,35.1393951646514,137.030931956506,北西地区,香久山区,アメニティⅣ（香久山一丁目2311番地）
A20-55,35.1415480612858,137.025995527175,北西地区,香久山区,アメージング（香久山二丁目1506番）
A20-6,35.1451474558281,137.024288456291,北西地区,香久山区,ﾀｳﾆｰﾊﾟﾋﾟﾈｽ（香久山3-1512）
A20-7,35.1457496212191,137.028569155968,北西地区,香久山区,ﾋﾙｻｲﾄﾞ香久山（香久山4-1016）
A20-8,35.1452657620749,137.026718079215,北西地区,香久山区,日進香久山杜の街（香久山4-201-13）
A20-9,35.1446265579954,137.026887196858,北西地区,香久山区,日進香久山花の街（香久山4-201-1）
A21-1,35.1213096153756,137.010944458217,南西地区,赤池区,ﾛｱｰﾙ平針（赤池5-207）
A21-10,35.1201461067045,137.01313405336,南西地区,赤池区,ｱｰﾊﾞﾝﾄﾞｴﾙ赤池（赤池5-2002）
A21-11,35.1206539581259,137.013753650415,南西地区,赤池区,ｱｰﾊﾞﾝﾄﾞｴﾙ赤池第2（赤池5-1310）
A21-12,35.1197973921518,137.013607795187,南西地区,赤池区,ﾗ　ﾌｫﾝﾀﾅ　ﾛｯｻ（赤池5-2012）
A21-13,35.1191879351633,137.012837540437,南西地区,赤池区,ｻﾝﾋﾙｽﾞ（赤池4-105）
A21-14,35.1196289231449,137.014046966129,南西地区,赤池区,藤和ｼﾃｨｺｰﾎﾟ赤池（赤池4-203）
A21-15,35.1202775296381,137.014628671313,南西地区,赤池区,ﾘﾊﾞｰﾋﾞﾚｯｼﾞﾊｲﾂ（赤池1-2303）
A21-17,35.1176655723563,137.014132801482,南西地区,赤池区,㈱ｼﾞｪｲﾃｸﾄ赤池寮（赤池4-1112）
A21-18,35.1185202294058,137.014984990951,南西地区,赤池区,ﾄﾞﾐｰﾙ藤（赤池4-903）
A21-19,35.1175132176963,137.016217596813,南西地区,赤池区,ｸﾚｾｰﾙ（赤池4-1305）
A21-2,35.120954235493,137.01064341627,南西地区,赤池区,ﾒｿﾞﾝﾛｰｾﾞ（赤池5-215）
A21-20,35.123031384098,137.018340269387,南西地区,赤池区,幸希ﾋﾞﾙ（赤池1-1209）
A21-21,35.1228213905754,137.019338318091,南西地区,赤池区,ｻﾝﾗｲﾄﾚｼﾞﾃﾞﾝｽ（赤池2-120）
A21-22,35.1222715572772,137.018938180888,南西地区,赤池区,ﾚ･ﾌｧﾐｰﾕ（赤池1-1306）
A21-23,35.1221549620086,137.018022909797,南西地区,赤池区,ﾚｲｰﾙ赤池（赤池1-1114）
A21-24,35.1216874039313,137.018044385914,南西地区,赤池区,ﾌﾟﾘﾏﾍﾞｰﾗ（赤池1-1119）
A21-25,35.1222227670738,137.020556601313,南西地区,赤池区,ﾀﾞｲｱﾊﾟﾚｽ赤池駅前（赤池2-306）
A21-26,35.1217941093944,137.020169846752,南西地区,赤池区,ﾚｼﾞﾃﾞﾝｽｶﾆｴ（赤池2-401）
A21-27,35.1216764840827,137.020704926331,南西地区,赤池区,ﾋﾟﾅｸﾙｽｸｴｱ、ﾍﾞﾙｻｲｽﾞﾊﾟｰｸ（赤池2-404）
A21-28,35.121679711534,137.021064901133,南西地区,赤池区,ｼﾃｨﾏﾝｼｮﾝｱｶｲｹ（赤池2-405）
A21-29,35.1213190604963,137.021007283557,南西地区,赤池区,ｻﾝｺｰﾄ赤池（赤池2-804、805、825）
A21-3,35.120613546308,137.010760583489,南西地区,赤池区,ﾛｱｰﾙ赤池（赤池5-214）
A21-31,35.1214415322123,137.017420765639,南西地区,赤池区,ﾗﾒｿﾞﾝ赤池（赤池1-1509）
A21-32,35.1212267690981,137.016879488934,南西地区,赤池区,ﾑｰﾆｰｶﾆｴ（赤池1-1721）
A21-33,35.1212696901061,137.017400562145,南西地区,赤池区,ｼｬﾄﾚｰ鬼頭（赤池1-1505）
A21-34,35.1205528213961,137.016280690165,南西地区,赤池区,ｸﾞﾛｰﾘｱｽ赤池中島公園（赤池1-2409）
A21-35,35.1203852522616,137.017456923257,南西地区,赤池区,ｴｸｾﾙﾔﾏｷ（赤池1-2801）
A21-36,35.1201104913307,137.018561482396,南西地区,赤池区,ｱﾄﾞﾘｰﾑ赤池（赤池3-701）
